genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2551	RUMHYD_01205	256845	257012	+	168		hypothetical protein	PLF_572511_00027840	PGF_06377399
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2552	RUMHYD_01206	257068	258882	+	1815	lepA	Translation elongation factor LepA	PLF_572511_00000341	PGF_00060414
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2553	RUMHYD_01207	258915	259301	+	387		hypothetical protein	PLF_572511_00025916	PGF_04645411
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2554	RUMHYD_01208	259291	260445	+	1155		Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	PLF_572511_00041316	PGF_04991657
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.137		260717	261043	+	327		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2556	RUMHYD_01209	261145	262623	+	1479		Biotin synthase related domain containing protein	PLF_572511_00001307	PGF_00404432
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2557	RUMHYD_01210	262639	263436	+	798		hypothetical protein	PLF_572511_00024808	PGF_06170261
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2558	RUMHYD_01211	263535	266372	+	2838	uvrA	Excinuclease ABC subunit A	PLF_572511_00000165	PGF_04041316
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2559	RUMHYD_01212	266537	267523	+	987		Rod shape-determining protein MreB	PLF_572511_00001915	PGF_00648450
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2560	RUMHYD_01213	267598	269826	+	2229		RecD-like DNA helicase YrrC	PLF_572511_00014784	PGF_00047095
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2561	RUMHYD_01214	269835	270554	+	720		hypothetical protein	PLF_572511_00035988	PGF_04542945
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.138		270868	271142	+	275		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2563	RUMHYD_01216	271236	271448	+	213		hypothetical protein	PLF_572511_00035517	PGF_04174423
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2564	RUMHYD_01217	271454	272602	+	1149		hypothetical protein	PLF_572511_00013947	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2565	RUMHYD_01218	272625	273512	+	888		Diadenylate cyclase spyDAC; Bacterial checkpoint controller DisA with nucleotide-binding domain	PLF_572511_00000716	PGF_01212500
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2566	RUMHYD_01219	273490	274788	+	1299		hypothetical protein	PLF_572511_00015294	PGF_00970710
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2567	RUMHYD_01220	274799	275062	+	264		Phosphotransferase system, phosphocarrier protein HPr	PLF_572511_00023702	PGF_08051111
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2568	RUMHYD_01221	275102	277633	+	2532		hypothetical protein	PLF_572511_00024835	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2569	RUMHYD_01222	277917	278870	+	954		D-cysteine desulfhydrase (EC 4.4.1.15)	PLF_572511_00016880	PGF_00420919
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2570	RUMHYD_01223	278875	279816	+	942		sugar transferase	PLF_572511_00050774	PGF_00413002
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2571	RUMHYD_01224	279813	281045	+	1233		hypothetical protein	PLF_572511_00029934	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2572	RUMHYD_01225	281009	281386	+	378		hypothetical protein	PLF_572511_00027657	PGF_05720151
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2573	RUMHYD_01226	281383	281721	+	339		hypothetical protein	PLF_572511_00019625	PGF_00159346
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2574	RUMHYD_01227	281838	281966	+	129		hypothetical protein	PLF_572511_00031923	PGF_05543879
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2575	RUMHYD_01229	281995	283002	-	1008	asnA	Aspartate--ammonia ligase (EC 6.3.1.1)	PLF_572511_00000501	PGF_00067160
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2576	RUMHYD_01230	283145	284497	+	1353		hypothetical protein	PLF_572511_00010659	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2577	RUMHYD_01231	284686	286821	+	2136	nrdD	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	PLF_572511_00000421	PGF_00048627
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2578	RUMHYD_01232	286899	287978	-	1080		Sugar diacid utilization regulator SdaR	PLF_572511_00001945	PGF_12725847
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2579	RUMHYD_01233	288034	288168	+	135		hypothetical protein	PLF_572511_00024927	PGF_06396065
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2580	RUMHYD_01235	288158	289270	-	1113		Maltodextrin ABC transporter, ATP-binding protein MsmX	PLF_572511_00000247	PGF_09223201
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2581	RUMHYD_01236	289489	290130	+	642		hypothetical protein	PLF_572511_00043523	PGF_07504878
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2582	RUMHYD_01237	290135	291253	-	1119		hypothetical protein	PLF_572511_00023296	PGF_05750515
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2583	RUMHYD_01238	291508	291939	+	432		hypothetical protein	PLF_572511_00019251	PGF_01015785
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2584	RUMHYD_01239	292179	293087	+	909	pfkB	1-phosphofructokinase (EC 2.7.1.56)	PLF_572511_00005209	PGF_04655384
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2585	RUMHYD_01240	293102	295018	+	1917		PTS system, fructose-specific IIA component (EC 2.7.1.202) / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component	PLF_572511_00000622	PGF_00960048
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2586		295221	295337	+	117		hypothetical protein	PLF_572511_00030143	PGF_05224344
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2587	RUMHYD_01241	295338	296087	+	750		Transcriptional repressor of the fructose operon, DeoR family	PLF_572511_00004021	PGF_03379955
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.139		296127	296260	+	134		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2588	RUMHYD_01242	296454	297164	+	711		hypothetical protein	PLF_572511_00025540	PGF_04718954
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2589	RUMHYD_01243	297180	297863	+	684		Tyrosine-protein kinase EpsD (EC 2.7.10.2)	PLF_572511_00007095	PGF_10450882
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2590	RUMHYD_01244	297841	298812	+	972		hypothetical protein	PLF_572511_00036724	PGF_04862659
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2591	RUMHYD_01245	298832	299419	+	588		hypothetical protein	PLF_572511_00028455	PGF_04399925
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2592	RUMHYD_01246	299549	300364	-	816		hypothetical protein	PLF_572511_00032669	PGF_04572005
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2593	RUMHYD_01247	300441	300596	+	156		hypothetical protein	PLF_572511_00029899	PGF_05387992
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2594	RUMHYD_01248	300651	301682	-	1032		ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	PLF_572511_00000049	PGF_08616437
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2595	RUMHYD_01249	301891	302403	+	513		Bacterial non-heme ferritin (EC 1.16.3.2)	PLF_572511_00002450	PGF_06077968
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2596	RUMHYD_01250	302422	302793	+	372		hypothetical protein	PLF_572511_00035196	PGF_06752040
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2597	RUMHYD_01251	302853	303647	+	795	proC	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	PLF_572511_00003823	PGF_07609122
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2598	RUMHYD_01252	303756	304088	-	333		hypothetical protein	PLF_572511_00035042	PGF_06595290
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2599		304229	304396	+	168		hypothetical protein	PLF_572511_00033223	PGF_06772387
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2600	RUMHYD_01253	304408	304893	-	486		hypothetical protein	PLF_572511_00006453	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.140		304982	305182	+	201		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2602	RUMHYD_01254	305183	305417	+	235		hypothetical protein	PLF_572511_00060580	PGF_12820133
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2603	RUMHYD_01255	305528	306085	+	558		DJ-1/YajL/PfpI superfamily, includes chaperone protein YajL (former ThiJ), parkinsonism-associated protein DJ-1, peptidases PfpI, Hsp31	PLF_572511_00028098	PGF_07489704
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2604	RUMHYD_01256	306230	307516	+	1287	tig	Cell division trigger factor (EC 5.2.1.8)	PLF_572511_00000746	PGF_02452671
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2605	RUMHYD_01257	307544	308125	+	582	clpP	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)	PLF_572511_00000050	PGF_00285620
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2606	RUMHYD_01258	308253	309551	+	1299	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	PLF_572511_00000126	PGF_00016338
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2607	RUMHYD_01259	309569	311881	+	2313	lon	ATP-dependent protease La (EC 3.4.21.53) Type I	PLF_572511_00000945	PGF_04438983
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2608	RUMHYD_01260	311903	312511	+	609	ysxC	GTP-binding protein EngB	PLF_572511_00000193	PGF_00007026
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2609	RUMHYD_01261	312532	313254	+	723		ATPase component of general energizing module of ECF transporters	PLF_572511_00000111	PGF_00843068
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.141		313255	313274	+	20		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2610	RUMHYD_01262	313287	313403	+	117		hypothetical protein	PLF_572511_00036362	PGF_05878694
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2611	RUMHYD_01263	313388	314263	+	876		ATPase component of general energizing module of ECF transporters	PLF_572511_00000110	PGF_00843068
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2612	RUMHYD_01264	314285	315088	+	804		Transmembrane component of general energizing module of ECF transporters	PLF_572511_00000425	PGF_02366581
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2613	RUMHYD_01265	315092	315829	+	738	truA	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)	PLF_572511_00000558	PGF_00413290
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2614	RUMHYD_01266	316275	316703	+	429	rplM	LSU ribosomal protein L13p (L13Ae)	PLF_572511_00000222	PGF_06180597
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2615	RUMHYD_01267	316721	317113	+	393	rpsI	SSU ribosomal protein S9p (S16e)	PLF_572511_00000319	PGF_00049909
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2616	RUMHYD_01269	317274	318032	-	759		Transmembrane protein YxlG	PLF_572511_00036457	PGF_00060593
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2617	RUMHYD_01270	318029	318946	-	918		Efflux ABC transporter, ATP-binding protein	PLF_572511_00035907	PGF_00884706
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2618	RUMHYD_01271	318943	319146	-	204		hypothetical protein	PLF_572511_00012418	PGF_00933901
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2619	RUMHYD_01272	319239	319781	-	543		hypothetical protein	PLF_572511_00031738	PGF_01289552
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2620	RUMHYD_01273	320006	320932	+	927		hypothetical protein	PLF_572511_00030511	PGF_05118565
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.142		321037	321264	+	228		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2622	RUMHYD_01275	321538	322815	+	1278		hypothetical protein	PLF_572511_00036096	PGF_01189621
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2623	RUMHYD_01276	322965	324011	+	1047		hypothetical protein	PLF_572511_00031544	PGF_12933253
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2624	RUMHYD_01277	324008	325531	+	1524		Xylulose kinase (EC 2.7.1.17)	PLF_572511_00060571	PGF_07639199
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2625	RUMHYD_01278	325528	325679	+	152		Tagatose-6-phosphate kinase (EC 2.7.1.144)	PLF_572511_00034096	PGF_10567595
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.143		325680	325845	+	166		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2626	RUMHYD_01279	325995	326606	+	612		1-phosphofructokinase (EC 2.7.1.56)	PLF_572511_00005209	PGF_04655384
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2627	RUMHYD_01280	326711	327529	+	819		hypothetical protein	PLF_572511_00032177	PGF_01189622
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2628	RUMHYD_01281	327560	328972	+	1413		Alkyldihydroxyacetonephosphate synthase (EC 2.5.1.26)	PLF_572511_00036294	PGF_02149812
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2629	RUMHYD_01282	328969	330072	+	1104		hypothetical protein	PLF_572511_00015746	PGF_00335938
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2630	RUMHYD_01283	330135	331208	-	1074		hypothetical protein	PLF_572511_00036139	PGF_05037588
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2631	RUMHYD_01284	331557	331676	+	120		hypothetical protein	PLF_572511_00051769	PGF_10620747
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2632	RUMHYD_01285	331740	332078	+	339		hypothetical protein	PLF_572511_00002057	PGF_00887664
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2633	RUMHYD_01286	332105	332917	+	813		HNH endonuclease	PLF_572511_00034211	PGF_00010636
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2634	RUMHYD_01287	332973	333404	+	432		Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	PLF_572511_00051617	PGF_00023476
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2635	RUMHYD_01288	333471	334595	+	1125		hypothetical protein	PLF_572511_00015416	PGF_00381299
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2636	RUMHYD_01289	334564	335160	+	597		Tellurite resistance protein-related protein	PLF_572511_00025771	PGF_00056193
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2637		335165	335254	+	90		hypothetical protein	PLF_572511_00026926	PGF_06181362
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2638	RUMHYD_01290	335479	336213	-	735	treR	Trehalose operon transcriptional repressor	PLF_572511_00008653	PGF_02032393
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2639	RUMHYD_01291	336358	338334	+	1977	treP	PTS system, trehalose-specific IIB component (EC 2.7.1.201) / PTS system, trehalose-specific IIC component	PLF_572511_00015251	PGF_03446029
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2640	RUMHYD_01292	338438	340093	+	1656	treC	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	PLF_572511_00005885	PGF_00990926
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2641	RUMHYD_01293	340111	340368	+	258	ptsH	Phosphotransferase system, phosphocarrier protein HPr	PLF_572511_00000467	PGF_08051111
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2642	RUMHYD_01294	340639	341094	+	456		hypothetical protein	PLF_572511_00034285	PGF_04964197
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2643	RUMHYD_01295	341081	342139	+	1059		Putative membrane-spanning protein	PLF_572511_00027669	PGF_00042104
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2644	RUMHYD_01296	342218	342811	+	594		Rubrerythrin	PLF_572511_00048151	PGF_01284176
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2645	RUMHYD_01297	342897	343943	-	1047	trpS	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	PLF_572511_00002838	PGF_00062045
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2646	RUMHYD_01298	344094	344219	-	126		hypothetical protein	PLF_572511_00035086	PGF_06459017
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2647	RUMHYD_01299	344423	345076	+	654		Transcriptional regulator, AcrR family	PLF_572511_00002801	PGF_07182652
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2648	RUMHYD_01300	345108	345887	+	780	bcrA	hypothetical protein	PLF_572511_00028116	PGF_06467528
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2649	RUMHYD_01301	345884	346591	+	708		hypothetical protein	PLF_572511_00032901	PGF_04330134
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	gap	fig|476272.21.gap.144		346621	346774	+	154		undefind gap		
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2650	RUMHYD_01302	346775	347673	-	899		Putative serine/threonine protein kinase	PLF_572511_00010376	PGF_02621279
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2651	RUMHYD_01303	347737	347868	-	132		hypothetical protein	PLF_572511_00012304	PGF_10445135
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2652		347898	348149	-	252		hypothetical protein	PLF_572511_00023217	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2653	RUMHYD_01304	348266	349600	-	1335		FIG00647030: hypothetical protein	PLF_572511_00005088	PGF_00427136
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2654	RUMHYD_01305	349561	349890	-	330		hypothetical protein	PLF_572511_00003023	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2655	RUMHYD_01306	349976	350122	-	147		hypothetical protein	PLF_572511_00033943	PGF_04526855
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2656	RUMHYD_01307	350119	350487	-	369		hypothetical protein	PLF_572511_00001068	PGF_08225224
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2657	RUMHYD_01308	350507	350632	+	126		hypothetical protein	PLF_572511_00027564	PGF_05040886
476272.21	Blautia hydrogenotrophica DSM 10507	GG657680	PATRIC	CDS	fig|476272.21.peg.2658	RUMHYD_01309	350708	351400	+	693		ABC transporter-coupled two-component system, LuxR family response regulator	PLF_572511_00000540	PGF_00740556
